review_text,timestamp_created,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count
"THREE HEAD DOGGIE CALL HIM THREE DOG
",1649783804,True,0,0,0,0
"10/10
Hades is a must play",1649783691,True,0,0,0,0
Fun game,1649782843,True,0,0,0,0
Fun game and the only thing I know is dodge attacks LOL,1649782162,True,0,0,0,1
"The music and art in this game is beautiful and the game play is challenging but satisfying, I would highly recommend this game.",1649779894,True,0,0,0,0
good,1649779387,True,0,0,0,0
Good game very fun me like spear :),1649778383,True,0,0,0,0
be ready to die... a lot,1649775916,True,0,0,0,0
"Really good gameplay, art, voice acting.
Loved it",1649772049,True,1,0,0.52173912525177002,0
Intricate plot and character interactions! Love how the gameplay allows training for the weapons.,1649771928,True,0,0,0,0
This game forced me to put in my first review ever on steam because its so damn good,1649771868,True,0,0,0,0
"Fun gameplay, innovative storytelling.",1649770006,True,0,0,0,0
Kind of the game that introduced me to modern rouge-likes and holy **** it is fantastic. I have played $70 games with 1/64 the engagement.,1649769288,True,0,0,0,0
"Hades is quietly hard game but funny.
",1649766316,True,0,0,0,0
"
great game",1649762244,True,0,0,0,0
hella addictive (つ✧ω✧)つ,1649762009,True,0,1,0,0
BERI GUD GAME MUST BUY IF YOU LIKE SOMETHING LIKE DEAD CELLS. LOVE SKELLY DON'T YOU EVER DARE TOUCH HIM WITH YOUR NASTY WEAPONS.,1649757757,True,0,0,0,0
ILOVEHADES!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,1649757065,True,1,0,0.523809552192687988,0
"(Spoilers may be ahead) Honestly, this game is fucking amazing. Everything about it from the art, to the game-play, to the story, it all just feels amazing. The game is beautiful with asphodel looking like the perfect incarnation of traditional hell and the surface/Greece looking amazing. All of the characters have great stories and are incredibly helpful (obviously except from Hades) with my personal favourite character of ,Hades, since, while he obviously tries to stop you leaving (both minions [spoiler]and himself[/spoiler]) he does still love you [spoiler]and Persephone[/spoiler] and I love how subtle his changes are [spoiler]up until when Persephone comes home[/spoiler]. Now then, the game-play. The fucking game-play. I can't say much about it because it's hard to describe without playing yourself but I'm gonna try. Most of the weapons in the game feel great to use as for example the sword actually feels impactful when swinging it around at all the monsters, while the shield giving knockback when blocking damage makes it feel realistic and all the better when you charge at the enemy's yourself. Overall, this game is fucking phenomenal, 10/10, 5 stars, would gladly erase my memory of this game to experience it again for the first time.",1649756916,True,0,0,0,0
"Holy shit, this game is so good.
Wasn't sold on the art style or gameplay at first, but after just about an hour I was deep into it.
I'm way past the ending and still getting new dialogue all the time.",1649756199,True,0,0,0,0
ooga booga,1649749298,True,0,0,0,0
"Only game where the credits scene won't ever make you bored. ∞/10, would start new save files over and over again just for the credits and storyline.",1649747489,True,0,0,0,0
died 3000 times 10/10 would recommend,1649746422,True,0,0,0,0
aphrodite best goddess,1649743372,True,0,0,0,0
Fun game.,1649741322,True,0,0,0,0
fast pace action game,1649741229,True,0,0,0,0
this is my new favorite roguelite. goodbye dead cells :(,1649739485,True,0,0,0,0
"Love the gameplay, the visual (not demanding yet) so beautiful, the lore, and there's no bug I can find.
I used to play this game (let say) kind of with 'trial but free' hahaha, I cannot hold it anymore and bought the game since I appreciate it so much.

Keep it up & please continue the story!",1649738821,True,0,0,0,0
"Funny, Dramatic, Challenging, and Rewarding.  This game is so fun.  I love getting bullied by Hypnos too. Excellent.",1649733469,True,0,0,0,0
"This game is fantastic, if you like rougelites play this",1649730856,True,0,0,0,0
The best roguelike. Barred none. Crazy how it keeps pulling me back after i've completed the story.,1649729159,True,0,0,0,0
Super fun time waster,1649728365,True,0,0,0,0
i enjoy the game an it seems so far to work well on deck,1649727283,True,1,0,0.523809552192687988,0
"Great gameplay, sound track, and story.",1649726928,True,0,0,0,0
Top of the line Roguelike. Amazing depth and polish. Great OST. By far the GOTY when it came out and it's still amazing.,1649726639,True,0,0,0,0
"This game is SO pretty, the art is the main reason i got it. But the gameplay feels really good, and watching yourself get better is 10/10. Get dis gaaaame",1649725588,True,0,0,0,0
Fun af,1649725033,True,0,0,0,0
"I'm not a huge fan of roguelikes, but I figured I would give this a try since it was on sale. If you don't like roguelikes, don't get this game. While it's one of the better ones, it quickly gets repetitive and draining to play. However it is decently fun and can see the appeal of it. The lore and aesthetics are the best thing about it.",1649722922,False,0,0,0,0
"So yeah I like roguelike and never write opinions on games right

Hades 9.5/10, would be 10 but there are some minor issues I have, though they are completely subjective and likely would not be a problem for most of playerbase.

Best roguelike I ever played, and one of the best games I got my hands on, hands down, just buy for full price, it's worth it.",1649720161,True,0,0,0,0
Super fun and have a good story telling :),1649719749,True,0,0,0,0
"Gorgeous game with gorgeous music and voice-acting.
I've obviously spent too many hours on this game, grinding for every single achievement, but it's incredibly entertaining. Every single run is difficult in its own way, but none the less super fun.",1649718316,True,0,0,0,0
"It's been a while since my first run-through (over a year now), but I think I remember it taking me 30-40 hours to clear it the first time. However, you get much more than 40 hours of game play for the twenty-five dollar price. The magic with Hades is that even after unlocking everything and beating it, it's still incredibly fun to play and tons to do. You can try a variety of different builds to escape hell as well as accomplish side quests while continuing to build relationships with the characters. Along with the beautiful soundtrack and graphics, the ability to be creative with each run makes it engaging, as well as being able to fine-tune the difficulty level and decide for yourself what challenges you'd like to overcome. 

A fun little thing to do once you've completed the game: search up the voice actors for each character. I gained a newfound appreciation for them and their range, as several actors voice characters that sound completely different from each other. I'm not surprised that this game was hailed as one of 2020's best games of the year. While I've exhausted it for now, I'm looking forward to playing in a new save file in a few years to relive the experience :')",1649718301,True,0,0,0,0
very nice feel to the combat,1649712455,True,0,0,0,0
Best game 10/10,1649711330,True,0,0,0,0
"I am noting here that I have escaped only once (unlike 10 times required for the games true ending). 

It delivers what you are expecting, fun action rpg. Whole concept of the game is that you die, and you die again, and again, and again.... this will make you realize what works and what not. Accepting failure is the key to the success for this one.

PROS: artstyle, gamplay, voice acting.
CONS: waaaay too much grinding needs to be done to reach true ending.",1649710790,True,1,0,0.523809552192687988,0
The gods have been pleased by this game,1649703468,True,0,0,0,0
"Takes some time to get into. 
Great tempo and fluidity",1649703370,True,0,0,0,0
^-^,1649700228,True,0,0,0,0
"Absolutely adore this game. It's the rare example of a game that makes death something to look forward to. You aren't just dumped back at your last checkpoint, but return to the House of Hades and your interactions with characters there reference your recent death, where and how you died, and develop in that context. Plus it's pretty damn queer. Bravo.",1649699968,True,0,0,0,0
"Failing over and over has never been more rewarding.

Overall:
[*] Gameplay is fun and addicting as hell.
[*] The more you die, the more story and lore is unlocked within the game and the more content you can discover, meaning you will not get bored.
[*] Difficulty & enemy type between levels changes enough that every run feels like a unique challenge.
[*] Great game to come back to to do a run or two during a break.
[*] Soundtrack is flipping banging.
[*] Artwork and style are phenomenal. 
[*] Voice acting is stellar.
[*] Every character in this game is hot as heck like how did the devs do that omg.",1649699815,True,0,0,0,0
"Epic game, great sound design, great atomsphere, and character desgins are top tier. I would recommend this to anyone, even people i hate. :)",1649699789,True,0,0,0,0
"Best roguelike? Perhaps, regardless one of the best games I've played.",1649699168,True,0,0,0,0
Worth my money,1649695770,True,0,0,0,0
"This is one of the most amazing games I've ever played. The gameplay loop is amazing, the story writing is incredible, and there is plenty to grind for beyond just clocking speedrun clears. I cannot recommend this game enough.",1649695238,True,0,0,0,0
"yes
",1649694929,True,0,0,0,0
"great game and fantastic music, worth it",1649694137,True,0,0,0,0
Great game. 8/10,1649692922,True,0,1,0,1
Addicting! Great stuff!,1649691923,True,0,0,0,0
took me a while to realize the mc wasnt called hades,1649690726,True,0,0,0,0
"I've tried several ""rogue-likes"" in the past, none really caught my fancy. Hades is the first to break that trend. Already drawing me in with it's art-style and world (because I'm a sucker for Greek mythology), it's game-play is what kept me coming back. A great feedback loop through combat, combined with a multitude of godly boons and weapon combos and almost no two runs will be the same. On top of that you have excellently written and acted characters (Dionysus is now my bro), a compelling story about family and friends, and loads of replay-ability. For the price, and anything less, the game is worth adding to your library and routine.",1649688009,True,0,0,0,0
pog,1649683440,True,0,0,0,0
"I love every aspect of this game. And I enjoyed it immensely - so much so that I bought it on Steam after I bought it on the Switch to enjoy better graphics :)
This game completely ruined me for all other roguelikes - I have been searching for similar games, but there are none. Maybe Returnal, but that one costs an arm and a leg and is a PS5 exclusive to boot. 

Hades has it all - beautiful visuals, amazing soundtrack, awesome story, even romance! ROMANCE! And truly in the style of the Greek myths as well, hehe. I was never a fan of roguelikes, but even still, I loved every second of Hades. It makes me sad that not every game is like this.",1649679054,True,0,0,0,0
"dad bad
doggo goodie",1649677044,True,0,0,0,0
"yup, played a good game before",1649670620,True,0,0,0,0
you can pet 3 headed dogo,1649667540,True,0,0,0,0
enemies go brr,1649666494,True,1,0,0.519999980926513672,0
God game,1649663852,True,0,0,0,0
You can't hade this game,1649662015,True,0,0,0,0
i like this game but the green bow lady makes my fairly oddparents underwear wet,1649660819,True,0,0,0,0
"This game is excellent in more than one way: Art, storytelling, comedy, combat, repeatability and difficulty. A perfect rogue-like.",1649660319,True,0,0,0,0
"Great storytelling, even better action.",1649659875,True,0,0,0,0
all the gods turn me on,1649658548,True,1,0,0.512635409832000732,0
Why did so many people spend 70 hours on this game i mean its great but 70 hours? that's just crazy. people with 70 hours on this game gotta go touch some grass honestly.,1649651207,True,0,0,0,0
very pog,1649650508,True,0,0,0,0
"Beautiful art, great story, awesome soundtrack. This is easily one of my favorite games now.",1649646638,True,0,0,0,0
.,1649644766,False,0,0,0.416666656732559204,0
slayed,1649640625,True,0,0,0,0
Very good. 9/10,1649639965,True,0,0,0,0
i lik it,1649637865,True,1,0,0.517241418361663818,0
game is good,1649637484,True,0,0,0,0
Amazing game!!,1649635875,True,0,0,0,0
addictive,1649635087,True,0,0,0,0
good,1649634532,True,0,0,0,0
I'm havin a good time,1649633867,True,0,0,0,0
"An absolutely addictive and fantastic game. Though I've clocked >500 hours on it at this point, I probably clocked 100 of them in just the first month I played in Early Access. I wore permanent fingertip-shaped grooves in my keyboard cover. My arm was pretty displeased with me back then, but it was worth it. And I'm way overdue for writing a review on this game.

[b]Characters:[/b] There isn't a single character I don't like in this game. Even good ol' Theseus is written in a way where you love to ""hate"" him. Zagreus is a great main character with an excellent balance of humor, compassion, and determination as he blazes his way through the Underworld and meets a host of interesting beings along the way. The gods and goddesses are all written with strikingly unique personalities while still maintaining that common thread that these are powerful beings with a lot of pride, and they will smite you should you slight them. Then there's your allies along the way, including those at home and a unique character in each part of the Underworld to give you moral support and a boost or item. [spoiler]Bouldy is the best boulder of all time.[/spoiler]

[b]Relationships:[/b] Many of Zagreus's most important relationships, whether familial or otherwise, have a rather rocky start to them, and it's a delight to see him develop together with the other characters to come to an understanding, forming an even stronger bond out of all the adversity. It's also very nice that Zagreus can pick whether he has a platonic or romantic relationship with certain characters, and the game allows him to have a male love interest, a female love interest, or both! Zagreus shows what a big heart he has through repairing others' relationships as well, and it's lovely to see second chances work out.

[b]Plot:[/b] While the main gist of the story may seem obvious from the get-go (in other words, escaping the Underworld), there are still surprises to be had along the way and at the end. Without going into spoiler territory, there is certainly more in store than one might think. Plus, what's enjoyable about this game isn't just the main plot but every subplot woven expertly through it. There are plenty of fun quests to execute and character developments to get invested in advancing. It'll keep you hooked.

[b]Gameplay:[/b] There's a bit of a learning curve, but soon you'll find yourself getting into the swing of all the different Boons (power-ups) you can get from the pantheon. Every god/dess can add their own unique flair to your basic moves, whether that's more power, status effects, or something else. The variety is delightful, making each run unique, and you'll have fun testing out different combos. There are six different main weapons as well, each with four different Aspects (versions), for even more mixing and matching when you unlock them. It may seem like a lot at first, but you'll soon find yourself memorizing everything from sheer experience. There's a lot of different enemies to beat, but get used to their patterns and you'll succeed. Put enough time into the game and you might find that playing a run even becomes a way to de-stress, or at least it did for me.

[b]Music:[/b] Wonderful. Darren Korb is as incredible as always. You'll find the game's music stuck in your head, and it really lends a great atmosphere while you're playing. I sing along wholeheartedly to the songs with lyrics. You can unlock songs in the game, but I also highly recommend the soundtrack. And let's not forget the music played in-game by Zagreus himself, if he perseveres through enough practice. He's no prodigy, but it adds fun flavor.

[b]Art:[/b] Stunning. Jen Zee does not disappoint. The unique, colorful style of the game just pops, very eye-catching. Every part of the underworld has its own cool aesthetic, and you can add to it yourself as well by purchasing certain renovations. And of course, all of the characters have spectacular detailed designs that stand out from each other, showing that beauty isn't limited to appearing any specific way.

[b]Other:[/b] As if all the big main components of this game weren't amazing enough, it's all the little things that add up to this truly remarkable experience as well. I died after a long streak of successful runs, which of course was disappointing, and one of the characters commented on it and encouraged Zagreus. The fact that there's a Supportive Shade in Elysium is just so cute, and I definitely acknowledge them every time, just as I pet Cerberus after every run. Yes, you can pet the good boy, the real mark of an excellent game. I am so terribly glad [spoiler]that they didn't make us fight the dog, the possibility of which seriously scared me the first time I got up to Styx and saw him.[/spoiler] 

I have recommended this game to many of my friends, and every single one of them has enjoyed it, too. I'm seriously impressed that Supergiant Games managed to craft something so masterful, something which tied up the plot points and character developments enough that you could feel satisfied having completed it and yet something so fun and enticing that you keep coming back to play more anyway. I love this game. ♥",1649633404,True,0,0,0,0
Aesthetic af,1649631676,True,0,0,0,0
Hades best game :D,1649627123,True,0,0,0,0
It is a very good rogue-like game for people who haven't played any rogue-like games.,1649626979,True,0,0,0,0
gets repetive and is easy and short,1649626811,False,3,1,0.492407828569412231,0
"Super fun, great fluid combat, lots of different weapons! It's tough tho! :)",1649626260,True,0,0,0,0
fav rogue like of all time,1649626125,True,0,0,0,0
this is so ADDICTING,1649626042,True,0,0,0,0
"Story is Superb.
Characters are very Superb.
Voice Acting is superb.
Character design is superb. 
Gameplay is Superb.
10/10 Its a masterpiece.",1649623013,True,0,0,0,0
"only problems are that it gets repetitive and you can undo a purchase (if u buy the wrong thing in the shop) but other than that no bugs, cerebus is cute and the game is awome 9/10",1649622261,True,0,0,0,0
very good,1649621156,True,0,0,0,0
"Now I know why this game won ""Game of The Year""",1649621092,True,1,0,0.523809552192687988,0
"Nice game, amazing art, good replay experience. 10/10",1649620540,True,0,0,0,0
Hot people.,1649618679,True,1,0,0.523809552192687988,0
why is everyone so hot,1649618579,True,1,0,0.523809552192687988,0
"just need practice on range weapon but overall really good game, worth the price",1649617606,True,0,0,0,0
A game about How I met my mother,1649614706,True,0,0,0,0
nice animation with a very interested gameplay,1649613763,True,0,0,0,0
best game ever,1649610927,True,0,0,0,0
"Fun and mesmerizing. Really in love with the characters and story, all in all a very well made game.",1649610598,True,0,0,0,0
"This is a fantastic rogue like game, and that is coming from someone who doesn't particularly like those types of games.",1649609995,True,0,0,0,0
Nyx is mommy,1649608479,True,0,0,0,0
Overall great rpg with beautiful looks and story line.,1649607694,True,0,0,0,0
"Excellent Roguelite if you like the genre. Random levels, and very repetitive, but you upgrade between runs and get farther each time. I definitely felt the improvements in my own skill as well as the character upgrades -- and both were very satisfying. Top notch voice acting, decent story, and a fun core gameplay loop.

If you find it difficult, turn on God Mode immediately. It only helps a bit in the beginning but grows with each failure, so the earlier you turn it on the faster it can assist you. Also looking up good builds can dramatically increase your power.",1649607517,True,0,0,0,0
Amazed by how much homework they put into their retelling of greek mythology.,1649604668,True,0,0,0,0
"I mean honestly, hard for me to say anything negative about this game. Graphics are amazing. Gameplay is amazing. Lost my sanity but still recommended LUL",1649604506,True,0,0,0,0
"everyone is pretty, game is pretty, combat is pretty fun, Charon is my pretty bro show him some love",1649601325,True,0,0,0,0
funi god fortnite skins,1649600486,True,0,0,0,0
"it's a pretty good game, has a lot of content and all the such.
I was a bit iffy at the start about it, I though about refundiing it but then I played it more, and I do actually enjoy the game alot. 7.8/10",1649600465,True,0,0,0,0
real good game.,1649598497,True,0,0,0,0
Everyone's hot and i cried 10/10,1649598313,True,0,1,0,0
its mediocre,1649598290,False,0,0,0,0
Can't stop playing !!!,1649595530,True,0,0,0,0
"This game is incredible. I never thought I would enjoy a rogue-like, but after seeing all the awards it won and how cheap it was on sale, I had to give it a shot.

The art, music, and quality of voice acting are off the charts. It's astounding that there's very little repeated dialog. You can tell this game was made by very passionate people. It's very refreshing to see so much love and care go into a game instead of the rushed crap many AAA game studios are pushing out.

As for combat, this has a very fresh and fun take. Each god generally has one or two ways to buff each of your three attacks, called ""boons"". Each god offers additional boons that further expand on the attack boons. For example, Poseidon makes your attacks knock enemies away. There's another Poseidon boon called ""Razor Shoals"" where if you knock an enemy away, that enemy takes damage if it moves. Additionally, there's ""duo boons"" that can only be unlocked if you have specific attack boons from specific gods. So if you pick 2-3 gods and focus on them, you get some very strong combinations and a very unique combat style for that run, which keeps this game fresh for a very long time.

I highly recommend this game, it's been a blast. When I came across the end credits, I thought, ""oh neat. That was fun. Can I keep going? I still have a lot I want to get done."" And it lets you keep going! At this time of writing, I'm almost to the epilogue. I'm hoping to 100% this game, which I've never had the patience to do with any other game before.",1649595516,True,0,0,0,0
dusa best girl,1649595445,True,0,0,0,0
Absolutely amazing roguelite title!  Easy to pick up for quick sessions.  Tight controls and easy to learn mechanics. Voice acting and story are phenomenal.  Strongly recommend!,1649587504,True,0,0,0,0
Pretty good roguelike with satisfying combat and a rich story.,1649584901,True,0,0,0,0
Pretty great game in every aspect.,1649576625,True,0,0,0,0
.,1649575446,True,0,0,0,0
"Not a fan of roguelike/roguelites, but this game is amazing.",1649570769,True,2,0,0.456947982311248779,0
"get bored rlly easily of playing the same game for too long, cant say the same bout this one. soundtrack is fantastic, story is rlly interesting so far, and gameplay is fun and challenging",1649569864,True,0,0,0,0
Amazing.,1649569795,True,0,0,0,0
Hades is a great 👍and very popular 👌,1649567617,True,0,0,0,0
"This game is absolutely fantastic. The story is enthralling, the characters are beautifully crafted and befitting of the stereotypes of the myriad of characters that make up Greek Mythology. The gameplay is superb with a plethora of weapons, abilities, and trinkets that make each playthrough different than the last. This is the epitome of an amazing roguelite. The meta-progression system is beautiful. You can max out all of your stats in the mirror and decide to change it up at any time you want to fit your needs. There is nothing bad I can say about this absolutely wonderful game, and there is no reason that you shouldn't buy it as soon as you possibly can. The story alone got me to put in 30 hours as soon as I possibly could.",1649567286,True,0,0,0,0
fun stories,1649561596,True,0,0,0,0
rougevania crack,1649559628,True,0,0,0,0
why is thais game so godood!!!!!!!!!!!!!!,1649559096,True,0,0,0,1
"Es uno de los roguelikes mas interesantes que hay, el lore es genial y la jugabilidad también",1649557803,True,0,0,0,0
The game loop and progression is so so so fun and it keeps me wanting to play way more than I should. Definitely recommend if you like roguelikes,1649556805,True,0,0,0,0
This is quite a difficult game. Not my cup of tea at first but it got easier since it's a very repetitive game. First time to play a game in this genre.,1649556067,True,0,0,0,0
"I typically don't enjoy rogue likes. Hollow knight being the exception. But hades has me playing and I'm enjoying it. when I'm not playing, I'm thinking about playing it. The reviews already up speak enough of the greatness of the game. All in all: if you like rogue likes, you'll definitely like this. Not a fan of rogue likes? You get to pet a three headed dog. He's a good boi.

I'm not going to pretend I'll finish this, because I probably won't, I'm pretty bad at these sorts of games. But it's kept me wanting to play, and the combat is really fun.",1649556016,True,0,1,0,0
"First I am not good at action Roguelikes.

Pro: 
-Main Character is an absolute chad
-Great Soundtrack
-Great Graphics
-You can learn easy from your mistakes.
-Boss fights are fucking cool
-So many different combos you can try and go, different weapons, skills, start items....

Cons:
-there are no cons
-just kidding, the only thing i could say is, that the game is too hard for me but that the point of the game. :)",1649555903,True,0,0,0,0
"Nice game
",1649555170,True,0,0,0,0
DLC When !?!,1649554460,True,0,0,0,0
Who doesn't want to consistently try and break out of Hell? The best way to get the Gods on your side... give them that sweet sweet nectar.,1649553155,True,0,0,0,0
